SampleID,10_reads,25_reads,50_reads
S010060,1.9696658063086174,1.7309272381592709,1.3515440233756284
S010061,1.8451358187846296,1.7313851213628189,1.660236578984081
S010063,2.3143973944061567,2.072135897393887,1.9213745847895063
S010066,1.9759895715314342,1.7444175918291274,1.3659568299412463
S010067,1.366598118918539,1.1440920279001339,1.0086609464699754
S010068,1.7259961098150343,1.623998135388801,1.4853745859406604
S010069,2.350756458747125,1.9280320902079608,1.4479938591746369
S010070,2.579777458778603,2.5200062397303804,2.44874832490622
S010071,2.1369482118286633,1.8758066434519576,1.4739379928860679
S010072,1.3952336888232815,1.1257013909018627,0.9151745651811671
S010074,2.2089575348378063,2.0119704478876463,1.7785818836297815
S010075,2.604407458701215,2.512329446526272,2.3831225019241637
S010076,1.9547702270089071,1.845241328737443,1.7464384980108034
S010077,2.0442053797485022,1.927155494453843,1.8409535241820403
S010078,1.81216796966551,1.4761794915336712,1.4761794915336712
S010079,1.5854620094509768,1.3738969872634414,1.2560092525131359
S010080,1.9096803389727761,1.717334280493757,1.6780878675037958
S010081,2.447220688775519,1.2603877468661815,-0
S010082,0.619828211163071,0.5688031757183999,0.5323157336907794
S010084,0.9774796623963941,0.8442652038747369,0.7678515834526729
S010085,0.9878229254556556,0.9152665989155699,0.7456217426468836
S010086,1.6753750731552686,1.589424198045629,1.543789735373191
S010087,2.060185027507594,1.878482090922336,1.8097308607352744
S010088,2.6035003765496887,2.257198430322725,2.010007657235816
S010089,2.126266309171357,2.0363700145646666,2.0363700145646666
S010090,1.6211633541208448,1.512573832193732,1.4539893559331798
S010091,2.2173420442166942,2.082987292350266,1.888227765505747
S010092,1.4969523192163818,1.373963883455837,1.0821448847549313
S010094,0.6403792905420645,0.6403792905420645,0.5453817220931229
S010095,1.9583057837959363,1.63720919769696,1.452010343747385
S010096,2.3396891641617077,2.210959726224898,2.0356810844828854
S010097,1.9560308954605237,1.673504082600669,1.5050012779780517
S010098,0.9422402395982149,0.8717471264192876,0.6409079469158852
S010099,2.2810700372405472,1.0951223943047934,-0
S012808,1.6169324760962738,1.5543555302161571,1.524175373331495
S012839,2.1857507634405327,1.7106037513585257,1.3823076564493069
S012849,1.3939848790736722,1.2967489658874731,1.1481891328585236
S012858,1.0158369252571209,0.993824706955459,0.993824706955459
S012859,1.318174813270302,0.8331101350552499,0.8331101350552499
S012869,1.5710842850324105,1.4704622431648307,1.399441455205684
S012878,1.4582784239109992,1.378953318174272,1.2991964048084526
S012889,1.0082064359950056,0.7541520025336083,0.5749845602959521
S013002,2.3576444597804347,2.254553124899312,2.0903383024586524
S013003,2.3945377018126552,2.085003897247954,1.983052600235192
S013004,1.5301580049340628,1.4835669054941372,1.4347542953681691
S013007,1.4517948823779958,1.3513980061629425,1.2999694763126621
S013009,1.0227991363528104,0.9877367293716373,0.9227174214088762
S013010,1.9714658148611728,1.9615252684715117,1.9031578774045137
S013011,2.9356103214650004,2.3916972237799334,1.7190319245559074
S013012,1.8423375714585808,1.6191360868881193,1.2309022565283783
S013013,3.011493138939261,2.725593877061975,2.3961570027158423
S013014,2.0617075256682464,1.985062040098236,1.8761404793440568
S013016,1.7949099797375871,1.7269308775822598,1.7269308775822598
S013017,0.8941914833349877,0.82282161711315,0.8063809547540174
S013019,1.848271142680687,1.8316743547762953,1.7538663959493601
S013020,2.5115986155140657,2.3337179490754165,2.0704718811063847
S013021,-0,NA,NA
S013022,2.3476271965261204,2.1030969775918207,1.9162300828697048
S013023,2.183453113202117,2.038677455553802,1.8089722528491525
S013024,0.9646629689023861,-0,NA
S013025,1.873137934191665,1.7137055487491673,1.5917679489567533
S013026,0.811414674570335,0.7811324407413047,0.7811324407413047
S013027,0.12458200320655308,0.08260779940785197,0.054382190271553395
S013028,1.5346889745269476,1.4001348613875617,1.3418744469884065
S013029,1.98918484118475,1.8012766478859203,1.4143571129768162
S013030,0.44376344079665037,0.44376344079665037,0.35375708201251105
S013031,2.1550339245607,1.8734007958175174,1.641207132622618
S013032,1.2884412419797193,1.16279597330286,1.0408871150642367
S013033,2.3647556825248364,2.1113631004434996,1.6322370405623128
S013034,2.397976893191051,2.198993175488315,2.040383384397025
S013035,1.8323114375926728,1.767181658950226,1.7236903679213902
S013036,0.5231603731448154,0.5026484959213179,0.480559866913239
S013038,0.7773482441020156,0.7573096924754529,0.731055297211557
S013039,2.0545248171136903,2.0024718189015065,1.8797829563125348
S013040,1.7956071381181196,1.5974468282197167,1.2412737609512314
S013041,2.1715418320078568,1.9728511438871283,1.8463287374530493
S013042,2.604800563896962,1.7183491407510312,1.0601907423268448
S013043,2.6427636363108986,2.471292700863098,2.388248370565608
S013044,-0,NA,NA
S013045,1.788555789457976,1.7060907126965665,1.657308142734913
S013047,2.326277450443468,2.0914636145359116,1.8928473043874658
S013048,1.714561825393902,1.602809033938081,1.5349174618859789
S013050,1.8752945756431272,1.7169063703350544,1.6664356584158133
S013051,2.2199884422670157,1.9590341184646194,1.6369465578733196
S013052,0.31706783871328725,0.2097367540274586,-0
S013053,2.204922857122588,1.8124080039466535,1.6484599832924973
S013054,2.8078253324782856,2.125929284794465,1.7693993391348346
S013055,2.1272466171518776,1.8911959049265208,1.757545988013713
S013056,2.3567168322117062,2.191592897702956,1.9717799370881843
S013057,1.806426901075849,1.7283526909743991,1.5203134812484436
S013058,1.0365533546029915,0.9954716986109918,0.9589457911954373
S013059,1.7312648371241877,1.7241926687721674,1.7093677056977215
S013060,1.3412189148965852,1.2601683131650736,1.0051447583711577
S013061,1.2211784066095752,1.1764381888962028,0.9591465739238438
S013062,1.6864823140297491,1.5849514537641884,1.5229528786467141
S013064,-0,-0,NA
S013065,1.2305000936874766,1.1227277883556879,1.004796453197105
S013066,1.9145773394522543,1.8265877696437127,1.7247359684231847
S013067,0.5876178252282016,0.40502459365170196,0.30455086100020784
S013068,0.686739054825498,0.6622550288550945,0.5874803977428336
S013069,2.526337769833699,2.3413879382119585,1.9272215596240982
S013070,1.9978549421693612,1.8189385915991878,1.7025928713390848
S013071,1.870155281642993,1.686924756734359,1.6042639025794192
S013072,2.0307840673984763,1.8530304421306734,1.8530304421306734
S013073,1.8646737946008143,1.4096133392469687,1.169585102926054
S013075,2.3028538756697117,2.11460063288841,1.832750251827911
S013076,1.3699457257149839,1.3468856193055692,1.3468856193055692
S013077,2.199622233030629,1.9400166808098311,1.6998101860136454
S013078,2.0230179600895486,1.946628265503699,1.8838224352634791
S013080,1.6367159855954185,1.5179357274215353,1.4259067784748587
S013081,1.291343023914881,1.2828892234076548,1.260087873427563
S013082,2.335203612076426,2.025391205761798,1.7832103466948341
S013083,0.6708198443868175,NA,NA
S013084,1.7243967757167717,1.668624884994256,1.6516131189765224
S013085,1.7649920723131414,1.5424023124071757,1.2532451342855386
S013086,0.4231109460586998,0.3758262410557052,0.36079816205561843
S013087,2.0674672323377457,1.471935580763092,0.671844631634585
S013088,1.9129957342464818,1.8423515054829365,1.7832818536643071
S013089,0.4556302190154924,-0,-0
S013090,2.2033474869804093,2.097087476501138,1.9976063184320687
S013091,2.054566106325728,2.0392917154101635,1.975803441432782
S013092,1.225696495918488,1.182391108914334,1.1277945758310977
S013094,1.9892618865459375,1.7929817688195226,1.6467575577065483
S013097,1.9269680231658357,1.846400054043484,1.8242610606580076
S013098,2.0876293371315273,1.9656180168574122,1.853615752523547
S013099,1.7509037480082106,1.6985836950030215,1.6663720964346438
